Serial,Source,Commodity,Date,Sentence,Polarity,Subjectivity,Sentiment_Type
44,Money Control,gold,15.11.2018,"According to Angel Commodities, on Wednesday, Spot gold prices rose by 0.74 percent to close at $ 1210.8 per ounce. Downfall in the Dollar Index after hitting a 16 - month high provided support for the Gold prices.",0.38,0.745,Positive
46,Money Control,gold,15.11.2018,"US gold futures were flat 0.1 percent at $1,203 per ounce.",-0.025,0.125,Negative
49,Money Control,gold,14.11.2018,"At the Multi Commodity Exchange, gold for delivery in far-month February traded lower by Rs 86, or 0.28 per cent, to Rs 30,960 per 10 grams in a business turnover of 11 lots.",0,0,Neutral
51,Money Control,gold,14.11.2018,"Spot gold was up about 0.1 percent at $1,202.55 per ounce at 0101 GMT.",0,0,Neutral
54,Money Control,gold,13.11.2018,"The fall in gold prices at futures trade is mostly due to profit-booking by speculators at current levels but a better trend overseas, limited the fall, analysts said.",0.075892857,0.354464286,Positive
56,Money Control,gold,13.11.2018,"According to Angel Commodities, on Monday, spot gold prices declined 0.71 percent to close at $1200.6 per ounce as the dollar rose to 16 - month highs, boosted by the U.S. Federal Reserve's hawkish interest rate policy and political uncertainty in Europe.",0.3,0.525,Positive
57,Money Control,gold,13.11.2018,"Sell Gold December futures on any rise towards Rs 31,000-31,080 and aluminum November Futures on rise towards Rs 143-144.50, says Pritam Patnaik of Reliance Commodities.",0,0,Neutral
62,Money Control,gold,12.11.2018,"Gold to be delivered by far-month February next year was trading higher by Rs 113, or 0.36 percent at Rs 31,408 per 10 grams in a business turnover of 24 lots at the Multi Commodity Exchange.",0.125,0.25,Positive
63,Money Control,gold,12.11.2018,"Spot gold was little changed at $1,209.71 per ounce at 0431 GMT. On Friday, prices fell to their lowest since Oct. 11 at $1,206.13 per ounce.",-0.1875,0.5,Negative
70,Money Control,gold,09.11.2018,The bullion market in the national capital was closed November 8 on account of 'Govardhan Pooja'.,-0.1,0.1,Negative
72,Money Control,gold,09.11.2018,"According to Angel Commodities, expect gold prices are expected to trade sideways today; international markets are trading lower by 0. 7 percent at D 1219.4 per ounce.",-0.05,0.2,Negative
78,Money Control,gold,08.11.2018,"Asian stocks rose on Thursday as investors, relieved to have moved past the U.S. midterm elections without any major political surprises, drove a Wall Street rally, while the dollar clawed back some of its earlier losses.",0.058928571,0.328571429,Positive
80,Money Control,gold,07.11.2018,"Spot gold was up 0.2 percent at $1,228.52 per ounce, as of 0625 GMT, having touched its lowest since Nov. 1 at $1,222.90 earlier in the session.",0,0.5,Neutral
82,Money Control,gold,06.11.2018,Navneet Damani of MOFSL advises to go aggressive on gold and increase the asset allocation to around 10 percent of one’s portfolio.,0,0,Neutral
83,Money Control,gold,06.11.2018,"According to Angel Commodities,Yesterday, spot gold prices declined marginally by 0.13 percent to trade at $1231.  However, in a recent dialogue between Donald Trump and Xi Jinping yesterday a positive ray of hope did arise that the trade relations between the two biggest nations might get better.",0.242424242,0.431818182,Positive
84,Money Control,gold,06.11.2018,"Spot gold was largely unchanged at $1,230.77 per ounce, as of 0111 GMT.",0.214285714,0.428571429,Positive
88,Money Control,gold,05.11.2018,"The scheme, which offers interest on idle gold, was launched on November 5, 2015 with the objective of mobilising gold held by households and institutions in the country",0.05,0.05,Positive
90,Money Control,gold,05.11.2018,"Experts said as a practice and tradition, one should invest in gold on Dhanteras, the first day of Diwali.",0.25,0.333333333,Positive
91,Money Control,gold,05.11.2018,"At the Multi Commodity Exchange, gold prices for delivery in February next year were trading lower by Rs 42, or 0.13 percent, to Rs 31,957 per 10 gram in a business turnover of 63 lots.",0,0,Neutral
92,Money Control,gold,05.11.2018,"Spot gold was steady at $1,232.08 per ounce, as of 0415 GMT, while US gold futures were flat at $1,233.4 per ounce.",0.070833333,0.3125,Positive
93,Money Control,gold,05.11.2018,"Pritam Patnaik of Reliance Commodities said if the Fed remains hawkish, then more upside momentum is expected for the US dollar. This could weaken the Indian rupee and push the domestic gold prices higher",0.1625,0.375,Positive
95,Money Control,gold,05.11.2018,Chenthil Iyer of Horus Financial Consultants said Sovereign Gold Bonds are a brilliant way of reducing the import bill and at the same time providing a government-backed opportunity for investors to invest in gold,0.3,0.375,Positive
96,Money Control,gold,02.11.2018,Analysts attributed the fall in gold futures to profit-booking by traders at current level and a weak trend in precious metals overseas.,0.041666667,0.675,Positive
100,Money Control,gold,02.11.2018,"Spot gold was steady at $1,232.72 per ounce, as of 0116 GMT. Prices climbed to their highest since October 26 at $1,237.39 per ounce on Thursday after falling for three days in a row.",0.166666667,0.5,Positive
103,Money Control,gold,01.11.2018,"At the Multi Commodity Exchange, gold for delivery in December was trading higher by Rs 36, or 0.11 per cent, to Rs 31,784 per ten grams, in a business turnover of 154 lots.",0.125,0.25,Positive
104,Money Control,gold,01.11.2018,"According to Angel Commodities, on Wednesday, spot gold prices declined 0.55 percent to close at $1222.6 per ounce as the dollar scaled a 16 - month peak and a stock market rebound stirred renewed appetite for riskier investments.",0,0,Neutral
106,Money Control,gold,31.10.2018,"Spot gold has had a difficult few months, falling from a high of $1,366.07 in January to as low as $1,159.96 in August as the dollar strengthened and the US Federal Reserve pushed ahead with interest rate rises.",-0.135,0.485,Negative
108,Money Control,gold,30.10.2018,"Spot gold was down 0.2 percent at $1,227.17 an ounce at 0657 GMT. US gold futures were up 0.1 percent at $1,228.90 an ounce.",-0.155555556,0.288888889,Negative
109,Money Control,gold,30.10.2018,"According to Angel Commodities, yesterday, spot gold prices  declined by 0.31 percent to trade at  $1229.4 as the US dollar gained on worries over worries regarding  slowing  economic growth and fears that the US - China trade war could  intensify.",0.2,0.2,Positive
113,Money Control,gold,28.10.2018,"To be sustainable, gold rallies should be the result of significant weakness in the dollar, which benefits both precious metals and drastically increases gold's intermediate-term investment appeal",0.4375,0.9375,Positive
115,Money Control,gold,27.10.2018,"If equities continue to weaken and global geopolitical conditions remain the same, the positive bias for gold is likely to continue in near future, says Hareesh V of Geojit Financial Services.",0.046753247,0.313636364,Positive
116,Money Control,gold,26.10.2018,"At the Multi Commodity Exchange, gold to be delivered in December was up by Rs 123, or 0.39 per cent, at Rs 31,984 per 10 grams in a business turnover of 438 lots.",0,0,Neutral
118,Money Control,gold,26.10.2018,"Spot gold was flat at $1,231.17 an ounce at 0101 GMT. On Tuesday, it touched a high of $1,239.68, a peak since July 17. It was up 0.4 percent for the week.",0.0675,0.3325,Positive
120,Money Control,gold,25.10.2018,"According to Angel Commodities,On Wednesday, spot gold prices rose 0.28 percent to close at $1233.6  per ounce s a rising dollar spurred investors to take profits after  tumbling stocks pushed  the metal to a more than three - month peak  in the previous session.",0.311111111,0.538888889,Positive
122,Money Control,gold,25.10.2018,"Gold to be delivered in November contracts was trading higher by Rs 171, or 0.54 per cent, to Rs 31,894 per 10 grams in a business volume of 4,685 lots at the Multi Commodity Exchange (MCX).",0.25,0.5,Positive
125,Money Control,gold,24.10.2018,"According to Angel Commodities,On Tuesday, spot gold prices rose 0.71 percent to close at $1230.2 per ounce with investors spurred on by a slide in global equities and rising political and economic uncertainty, including concerns over Italy's spending plans.",0.2,0.3125,Positive
126,Money Control,gold,24.10.2018,"Spot gold was up 0.1 percent at $1,231.27 an ounce at 0102 GMT. On Tuesday, it touched its highest since July 17 at $1,239.68.",0,0,Neutral
128,Money Control,gold,23.10.2018,"Market analysts attributed the rise in gold prices at futures trade to raising of bets by participants, in sync with a better trend in global market.",0.25,0.25,Positive
130,Money Control,gold,23.10.2018,"Spot gold was up 0.1 percent at $1,222.53 an ounce at 0056 GMT.",0,0,Neutral
133,Money Control,gold,22.10.2018,"According to Angel Commodities,Last week, spot gold prices increased by 0.91 percent to trade at $1228 as the investors sought refuge in safe haven assets on account of fall in global equities.",0.25,0.25,Positive
136,Money Control,gold,21.10.2018,"The recent sell-off in global stock markets has boosted the appeal for gold, which is seen as a safe store of value during political and economic uncertainty, says Priyank Upadhyay of SSJ Finance & Securities",0.14,0.21,Positive
138,Money Control,gold,19.10.2018,"In futures trade at the Multi Commodity Exchange, gold for delivery in December shed Rs 116, or 0.36 per cent, at Rs 31,956 per 10 grams in a business turnover of 178 lots.",0,0,Neutral
139,Money Control,gold,19.10.2018,"According to Angel Commodities, on Tuesday, spot gold prices rose by 0.2 2 percent to close at $1225 per ounce as investors take refuge in the safe haven on account weakness in the global equity markets.",0.366666667,0.483333333,Positive
140,Money Control,gold,19.10.2018,Increase in gold imports pushed the country's trade deficit to $94.32 billion in April-September 2018-19 as against $76.66 billion in the same period last year.,0,0.095833333,Neutral
141,Money Control,gold,19.10.2018,"Spot gold was up 0.2 percent at $1,227.31 an ounce at 0107 GMT. It was up about 0.7 percent for the week.",0,0,Neutral
143,Money Control,gold,18.10.2018,"In February, Finance Minister Arun Jaitley had announced formulation of a comprehensive gold policy to develop gold as an asset class.",0,0,Neutral
146,Money Control,gold,18.10.2018,"One should look at buying on dips around $1220-$1180, on the domestic front we can look at buying around Rs 31,500-31,000 and hold for at least a year",-0.15,0.25,Negative
147,Money Control,gold,17.10.2018,"According to Angel Commodities,On Tuesday, spot gold prices declined by 0.2 percent to close at $1224 per ounce on account of improving risk appetite and rally in global equity markets.",0,0,Neutral
148,Money Control,gold,17.10.2018,"The precious metal to be delivered in November contracts also fell by Rs 60, or 0.19 per cent, to quote at Rs 31,641 per ten gram with a business volume of 23,444 lots.",0.25,0.5,Positive
152,Money Control,gold,16.10.2018,"Gold touched $1,233.26 on Monday, its highest since July 26, as global stocks slid on rising tensions between Western powers and Saudi Arabia and concerns over the pace of global economic growth. Asian stocks rose modestly on Tuesday, gaining a firmer footing after a week of heavy losses.",0.0875,0.31875,Positive
153,Money Control,gold,16.10.2018,"According to Angel Commodities, expect gold prices to trade higher today, international markets are trading flat at D1225 per ounce. Geo - political risk between US and Saudi, rising gold holdings in the SPDR gold trust are near term push factors.",0.065,0.225,Positive
156,Money Control,gold,15.10.2018,"Spot gold was up 0.4 percent at $1,222.0 an ounce at 0417 GMT, and not far off last week's two-month high of $1,226.70.",0.036666667,0.535555556,Positive
159,Money Control,gold,15.10.2018,"Also, the delivery in February contracts gained Rs 119, or 0.37 per cent at Rs 32,200 per 10 gram in business volume of 36 lots.",0,0,Neutral
160,Money Control,gold,15.10.2018,"According to Angel Commodities,Last week, spot gold prices increased by 2.5 percent to trade at $1218 as the investors sought refuge in safe haven assets on account of fall in global equities.",0.25,0.25,Positive
163,Money Control,gold,12.10.2018,The Government of India in consultation with the RBI has decided to allow a discount of Rs 50 per gram from the issue price to those investors who apply online and the payment is made through digital mode,0,0,Neutral
164,Money Control,gold,12.10.2018,"At the Multi Commodity Exchange, gold prices for delivery in December fell by Rs 141, or 0.44 per cent, to Rs 31,850 per 10 grams in a business turnover of 351 lots.",0,0,Neutral
166,Money Control,gold,12.10.2018,"Spot gold was down 0.2 percent at $1,221.06 an ounce at 1255 GMT. On Thursday, it jumped about 2.5 percent after marking its highest since July 31 at $1,226.27. That was also the metal's best one-day percentage gain since June 2016.",0.422222222,0.294444444,Positive
169,Money Control,gold,11.10.2018,"At the Multi Commodity Exchange, gold for delivery in December rose by Rs 103, or 0.33 per cent, to Rs 31,484 per 10 gram in a business turnover of 280 lots.",0.6,0.95,Positive
172,Money Control,gold,11.10.2018,"Spot gold rose 0.4 percent to $1,194.12 per ounce by 4:52 p.m. EDT (2052 GMT). US gold futures settled up $1.9, or 0.16 percent, at $1,193.4.",0.6,0.95,Positive
174,Money Control,gold,10.10.2018,"According to Angel Commodities, on Tuesday, spot gold prices rose marginally by 0.13 percent to close at $1189.2 per ounce as pressure from the dollar's strength and a bullish U.S. rate outlook was balanced by falling stock markets.",0.6,0.95,Positive
176,Money Control,gold,10.10.2018,"The metal for delivery in November moved up Rs 64, or 0.21 per cent, to Rs 31,225 per 10 grams in a turnover of 303 lots.",0,0,Neutral
178,Money Control,gold,10.10.2018,"Spot gold was up 0.2 percent at $1,191.03 an ounce at 0108 GMT. On Tuesday, it touched a more than one-week low of $1,183.04",0.25,0.4,Positive
181,Money Control,gold,09.10.2018,"Spot gold was up 0.1 percent at $1,189.23 an ounce at 0102 GMT. It fell 1.2 percent on Monday, its biggest one-day percentage fall since Aug. 15, and also touched a more than one-week low of $1,183.19",0.25,0.4,Positive
184,Money Control,gold,08.10.2018,"The metal for delivery in February next year, too, fell by Rs 186 or 0.58 per cent to Rs 31,770 per 10 gram in 39 lots.",0,0,Neutral
185,Money Control,gold,08.10.2018,"According to Angel Commodities, last week, spot gold prices increased by 0.9 percent to close at $1 206 as the investors sought refuge in safe haven assets after Italy’s budget jitters threatened the European currency.",0.166666667,0.188888889,Positive
193,Money Control,gold,05.10.2018,"The metal for delivery in February next year, too, fell by Rs 112 or 0.35 per cent to Rs 31,533 per 10 gram in 22 lots.",0,0,Neutral
194,Money Control,gold,05.10.2018,Investors are expected to scour the U.S. government's September payroll report scheduled for release on Friday and look closely for signs of wage growth.,-0.1,0.4,Negative
200,Money Control,gold,04.10.2018,"Analysts said off-loading of positions by participants at prevailing levels coupled with a weak trend overseas, weighed on the gold prices in futures trade here.",-0.375,0.625,Negative
201,Money Control,gold,04.10.2018,"The dollar index against a basket of six major currencies was up 0.3 percent, after climbing to a six-week peak of 96.116 overnight.",0.0625,0.5,Positive
203,Money Control,gold,03.10.2018,"According to Angel Commodities,on Tuesday, gold prices rose 1.26 percent to close at $1202.7 per ounce as investors sought refuge in the metal after stock markets sold off due to anti - euro comments by an Italian lawmaker.",0.158333333,0.441666667,Positive
204,Money Control,gold,03.10.2018,"Risk appetite was hit after European Union (EU) officials expressed concerns about Italy's budget plan, which would widen the deficit significantly.",0.1875,0.4375,Positive
209,Money Control,gold,02.10.2018,Rising interest rates boost the greenback by increasing the opportunity cost of holding gold.,0,0,Neutral
211,Money Control,gold,01.10.2018,"Gold speculators raised their net short position by 2,923 lots to 77,313 lots, the largest in three weeks, in the week to Sept. 25, U.S. Commodity Futures Trading Commission (CFTC) data showed.",0,0.15,Neutral
213,Money Control,gold,01.10.2018,"Spot gold was down 0.3 percent at $1,188.41 at 0407 GMT. On Friday, gold touched its lowest since August 17 at $1,180.34 an ounce.",-0.155555556,0.288888889,Negative
218,Money Control,gold,28.09.2018,"At the Multi Commodity Exchange, gold for delivery in December fell by Rs 46, or 0.15 per cent to Rs 30,573 per ten grams in business turnover of 299 lots.",0,0,Neutral
219,Money Control,gold,28.09.2018,"According to Angel Commodities, Gold prices declined half a percent on Wednesday to close at $1194.1 per ounce as the U.S. dollar trimmed gains after the Federal Reserve raised U.S. interest rates as expected and forecast three more years of economic growth.",0.108333333,0.316666667,Positive
220,Money Control,gold,28.09.2018,"Spot gold was up 0.2 percent to $1,184.91 as of 0405 GMT. On Thursday, the metal fell about 1 percent and touched its lowest since August 17 at $1,181.61 an ounce.",0,0,Neutral
230,Money Control,gold,26.09.2018,"Spot gold was down 0.1 percent at $1,200.18, as of 0057 GMT.",-0.155555556,0.288888889,Negative
233,Money Control,gold,25.09.2018,Analysts attributed the fall in prices to a weak trend overseas as investors stuck to the sidelines ahead of a US Federal Reserve meeting.,-0.375,0.625,Negative
234,Money Control,gold,25.09.2018,"Spot gold was barely changed at $1,198.80 by 0257 GMT. U.S. gold futures were down 0.1 percent at $1,203.10 an ounce.",-0.052777778,0.194444444,Negative
240,Money Control,gold,24.09.2018,"According to Angel Commodities, last week, spot gold prices started on a advancing note ranging from $1192 on the lower side and $1210 on the higher side, finally settling downs around $1208, with a movement of around 1.1 percent.",0.083333333,0.522222222,Positive
242,Money Control,gold,24.09.2018,"Investors were squarely focused on Sino-US trade tensions, after China cancelled mid-level trade talks with the United States, as well as a proposed visit to Washington by vice premier Liu He originally scheduled for this week.",0.375,0.75,Positive
245,Money Control,gold,21.09.2018,"According to Angel Commodities, yesterday, international spot gold prices increased by 0.36 percent to close at 1206.8 . On the MCX, gold prices decreased by 0.009 percent during the same time frame.",-0.133333333,0.275,Negative
246,Money Control,gold,21.09.2018,"The dollar has been lifted by a stronger-than-expected US economy, the world's largest, and that's a positive sign for global growth, the US investment bank said.",0.113636364,0.272727273,Positive
247,Money Control,gold,21.09.2018,"The dollar hit a nine-week low against a basket of major currencies, while world stocks bounced up amid continued relief that fresh US and Chinese tariffs on reciprocal imports were less harsh than originally feared.",0.05297619,0.402380952,Positive
249,Money Control,gold,20.09.2018,"Spot gold was up 0.2 percent at $1,203.86, as of 0347 GMT, after rising 0.5 percent in the previous session. US gold futures were up 0.2 percent at $1,210.20 an ounce.",-0.166666667,0.166666667,Negative
253,Money Control,gold,18.09.2018,"According to Angel Commodities,Yesterday international spot gold prices increased by 0.61 percent on account of weak dollar and short covering at lower levels.",-0.125,0.308333333,Negative
254,Money Control,gold,18.09.2018,"Spot gold fell 0.2 percent at $1,198 an ounce at 0309 GMT, after rising 0.6 percent in the previous session.",-0.166666667,0.166666667,Negative
255,Money Control,gold,17.09.2018,"""There is not much scope for hike in import duty on gold. Rather, it would be some kind of policy measures to reduce gold import. Higher import duty on gold may increase smuggling activities,"" they said.",0.25,0.533333333,Positive
257,Money Control,gold,17.09.2018,"Spot gold was up 0.2 percent at $1,195.27 an ounce as of 0354 GMT, after falling 0.6 percent on Friday when it marked its third straight weekly decline.",0.1,0.333333333,Positive
258,Money Control,gold,16.09.2018,"Ravindra V Rao of Anand Rathi Commodities said with uncertain results of the US midterm November elections, there is every chance that the yellow metal starts to appreciate in the last four months of 2018",0,0.033333333,Neutral
259,Money Control,gold,14.09.2018,"According to Angel Commodities, on Thursday, spot gold prices decreased by 0.39 percent to end the day at $1200.7 amid increasing trade war concerns and looming US interest rate hikes.",-0.4,0.7,Negative
263,Money Control,gold,13.09.2018,"Trade tensions, emerging market currency rout and Fed’s monetary policy outcome will remain at the forefront and dictate price moves going forward, says Sugandha Sachdeva of Religare Broking",0,0,Neutral
267,Money Control,gold,11.09.2018,"Spot gold was down 0.2 percent at $1,193.07 an ounce at 0258 GMT. US gold futures were mostly steady at $1,199.60 an ounce.",0.005555556,0.394444444,Positive
270,Money Control,gold,10.09.2018,"According to Angel Commodities,Last week, spot gold prices started on a declining note ranging from $1189 on the lower side and $1208 on the higher side, finally settling downs around $1199 mark, with a meagre move of around 0.05 percent.",0.125,0.75,Positive
274,Money Control,gold,07.09.2018,"Spot gold was up 0.2 percent at $1,202.14 as of 0219 GMT, after it hit a near one-week high on Thursday at $1,206.98, and headed for a third straight session of gains.",0.115,0.335,Positive
276,Money Control,gold,06.09.2018,"Gold has fallen 1.5 percent from an August 28 high as currency weakness in emerging markets and concerns over global trade disputes strengthened the dollar, making bullion more expensive for buyers with other currencies.",0.007,0.423,Positive
277,Money Control,gold,05.09.2018,"According to Angel Commodities, yesterday, spot gold prices declined by 0.78 percent to close at 1191. On the MCX, gold prices followed the same trend and declined 0.49 percent during the same time frame.",0,0.125,Neutral
278,Money Control,gold,05.09.2018,"The US dollar index rallied as the public comment period on a US proposal for new tariffs on Chinese goods is set to end on Thursday, after which Washington can follow through on plans to impose tariffs on $200 billion more of Chinese imports.",0.127272727,0.204242424,Positive
282,Money Control,gold,04.09.2018,"A firmer US currency makes dollar-priced gold more expensive for holders of other currencies, potentially sapping consumption. Safe-haven demand for gold has this year been overshadowed by the metal's relationship with the greenback.",-0.03125,0.64375,Negative
284,Money Control,gold,03.09.2018,US President Donald Trump has told his aides he is ready to impose tariffs on an additional $200 billion worth of imports from China as soon as a public comment period on the plan ends later this week on Thursday.,0.125,0.166666667,Positive
288,Money Control,gold,01.09.2018,"Traders said increased buying by local jewellers to meet festive season demand at the domestic market mainly kept gold prices higher, but a weak trend overseas capped the rise.",0.008333333,0.311666667,Positive
289,Money Control,gold,31.08.2018,"In the Indian market, gold futures were trading around 30,272 rupees per 10 grams on Friday, up about 3.7 percent from a more than seven-month low touched on Aug. 17.",0.25,0.4,Positive
290,Money Control,gold,31.08.2018,"According to Angel Commodities, expected to trade sideways today; international markets are trading higher marginally by 0.3 percent to  trade at D1203 per ounce.",0.05,0.3,Positive
293,Money Control,gold,29.08.2018,"According to Angel Commodities,We expect gold prices to trade higher today as gold prices broke the crucial $1200 mark.",0.125,0.75,Positive
294,Money Control,gold,29.08.2018,"Spot gold was up 0.3 percent at $1,204.64 an ounce at 0329 GMT.",0,0,Neutral
299,Money Control,gold,27.08.2018,"Spot gold was up 0.1 percent at $1,206.34 per ounce by 0420 GMT. It had climbed 1.7 percent on Friday in its biggest one-day percentage gain since May 2017. US gold futures were down 0.1 percent at $1,212.70 an ounce.",-0.155555556,0.288888889,Negative
301,Money Control,gold,24.08.2018,"According to Angel Commodities, on Thursday, spot gold prices declined 1184.3 per ounce under pressure from a stronger dollar as a prominent U.S. Federal Reserve official reaffirmed the central bank's intention to raise interest rates and punitive trade tariffs between the United States and China kicked in.",0.25,0.625,Positive
304,Money Control,gold,23.08.2018,"Spot gold  was down 0.3 percent at $1,191.87 an ounce at 0102 GMT, after hitting $1,201.51, its highest since August 13 in the previous session.",-0.161111111,0.227777778,Negative
306,Money Control,gold,21.08.2018,Marketmen said the upswing was a result of a firm global trend where gold rose on a weaker US dollar.,0.133333333,0.45,Positive
307,Money Control,gold,21.08.2018,"According to Angel Commodities, on Monday, spot gold prices rose 0.49 percent to close at $1190.2 per ounce after touching a more than 1 - 1/2 year low last week as China's strengthening currency made the metal cheaper for buyers in the world's biggest gold consumer.",0.32,0.463333333,Positive
309,Money Control,gold,21.08.2018,"Trump said on Monday he was ""not thrilled"" with the Federal Reserve under his own appointee, Chairman Jerome Powell, for raising interest rates and said the US central bank should do more to help him to boost the economy.",0.2,0.6125,Positive
312,Money Control,gold,20.08.2018,"According to Angel Commodities, on Thursday, spot gold prices declined 0.06 percent to close at  $1173.6 per ounce as prices clawed back from a 19 - month low on  short - covering and as the U.S.",0,0.2,Neutral
314,Money Control,gold,20.08.2018,"US gold futures were up 0.7 percent at $1,191.60 an ounce.",0,0,Neutral
315,Money Control,gold,18.08.2018,"Globally, gold rose by 0.93 percent to $1,184.60 ounce and silver climbed 0.99 percent to $14.77 an ounce in New York in Friday's trade.",0.245454545,0.468181818,Positive
318,Money Control,gold,16.08.2018,"According to Angel Commodities, on Wednesday,, spot gold prices declined 1.62 percent to close at  $1174.3 per ounce as the dollar climbed towards its highest in over a year on concerns about global market contagion triggered by recent  declines in the Turkish lira.",0,0.125,Neutral
322,Money Control,gold,14.08.2018,"Spot gold was up 0.1 percent at $1,194.13 an ounce, as of 0106 GMT. In the previous session, the bullion hit $1191.35, its lowest since January 30, 2017.",-0.166666667,0.166666667,Negative
324,Money Control,gold,13.08.2018,"According to Angel Commodities, last week, spot gold prices traded lower by 0.2 percent to trade at  $1210.24 per ounce while MCX gold prices increased by 0.5 percent  to Rs.29630 per 10 gms.",0,0.066666667,Neutral
326,Money Control,gold,13.08.2018,"Spot gold had dropped 0.3 percent to $1,207.41 an ounce by 0335 GMT, hovering not far from a 17 month low of $1,204 hit earlier in August. U.S. gold futures were down 0.3 percent at $1,215.10 an ounce.",-0.051388889,0.522222222,Negative
330,Money Control,gold,11.08.2018,Traders said increased buying by local jewellers to meet festive season demand at domestic spot market led to the recovery in gold prices but a weak trend overseas squeezed the gain.,-0.125,0.241666667,Negative
